Country Name,Country Code,Series Name,Series Code,2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Uzbekistan,UZB,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,2.33376702989464,2.68350636830366,2.89761269319282,3.44982302442518,3.45573015623409,3.71095372882604,4.44502367654142,4.74903135021895,5.32918248237406,5.83350157623619,5.72024438799651,6.23719719500701,6.39014791680917,6.64813546819259,6.25416616165876,6.31152716528489,7.44861594693145,..,..,..
Uzbekistan,UZB,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,117842175154.949,129005370659.429,140653473297.94,151977390655.745,163523368286.61,175828730509.933,188316869190.024,202057504405.115,215946610815.468,231535307548.888,245270331147.776,256050635796.198,270284991805.951,288610108824.482,293122074101.798,316673503929.41,335678164943.395,356797075898.787,379988885832.125,..
Uzbekistan,UZB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,105620795244.455,118758873009.41,131976541330.994,143481425602.427,156258133784.147,171483146991.364,180491445533.307,190612221117.744,199766953604.239,209082432928.014,216467147312.947,248762687744.268,263156175277.909,281653051331.452,283862781607.33,316673503929.41,359610275444.799,395989161090.91,431926264607.887,..
Uzbekistan,UZB,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,22521373923135.5,30053516508631.5,41545921519619.3,52639603040921.9,78936618900000,103232580000000,127590235500000,153311335300000,186829495500000,221350905700000,255421861800000,356453840899999,473652793400000,594659595000000,668037954400000,820536612600000,995573090500000,1.2044853549E+15,1.4545738674E+15,..
Uzbekistan,UZB,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,15.2980605825353,15.6090812344803,15.9284882139503,15.4712044005541,12.5052768290029,11.9684755060854,12.3643881888595,13.3203912371116,13.2451945912363,13.6168821592493,14.139970579292,11.2974060135313,12.1011710764461,14.4693873139304,14.6422818278123,14.9259640726969,14.9774337437257,14.4844754028732,13.9466702778879,..
Uzbekistan,UZB,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,..,..,..,..,..,8.77095330123478,8.5322322364904,8.56013136975102,8.39852814022287,6.7332628591751,2.67255559073827,1.48505784483501,4.82802319811239,5.6974975836556,1.42764830808682,3.068311932621,3.53824924701007,1.13090685736994,1.14833356730027,..
Uzbekistan,UZB,General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,..,..,..,..,7915911381.40635,8610212272.03663,9344855579.14159,10144787493.0296,10996800325.3975,11737243797.4052,12050928162.7113,12229891416.7671,12820353411.4725,13550792737.3073,13744250400.5538,14165966875.6433,14667194091.9525,14833066395.7221,15003399476.2041,..
Uzbekistan,UZB,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,..,..,..,..,9871242712900,10737044801500,11653154399300,12650679724600,13713150621200,14636493098800,15027661513400,15250830979600,15987144637200,16898011816600,17139255996400,17665141833300,18290178581200,18497023465000,18709430994400,..
Uzbekistan,UZB,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,3231700000000,4400200000000,6207300000000,7639000000000,9871242712900,12355366051600,15775752008300,20421669672800,24745930232800,30141091987600,36116576111600,40270037657300,57317534837700,86043600000000,97816000000000,122473000000000,149111300000000,174463384961700,202864621234600,..
Uzbekistan,UZB,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,2651281462.27808,3482603602.74797,4706778889.89991,5212128655.44957,6223335599.95206,7202498019.06568,8348107151.40707,9747867357.73268,10708128668.4978,11737243797.4052,12179928671.7914,7874656025.79401,7102891163.99423,9736977380.07166,9728810178.15008,11543749569.8552,13494057707.4335,14867137752.834,16033830413.7944,..
Uzbekistan,UZB,GNI (constant 2015 US$),NY.GNP.MKTP.KD,..,..,..,..,..,..,..,..,..,87622912878.4217,..,..,..,..,..,..,..,..,..,..
Uzbekistan,UZB,GNI (constant LCU),NY.GNP.MKTP.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uzbekistan,UZB,GNI (current LCU),NY.GNP.MKTP.CN,21016416120000,29366299880000,41240797180000,50690261140000,80292399951000,105178122053300,129088917001600,155871630129000,189405961999900,225014519837600,257950293091800,362656435032500,485818152997000,601165398359500,669647401840500,824328022803700,1.0067740250136E+15,1.2161301419612E+15,1.4689316166979E+15,..
Uzbekistan,UZB,GNI (current US$),NY.GNP.MKTP.CD,17241833852.919,23242393927.8817,31271456763.7246,34586223673.2577,50620430026.2665,61313053176.5864,68310411486.0245,74402142414.1827,81960281654.2022,87622912878.4217,86990975030.9007,70916116486.5204,60203452154.7622,68029857950.0186,66603341567.8173,77697421134.9422,91109572459.489,103634205824.219,116100088267.032,..
Uzbekistan,UZB,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uzbekistan,UZB,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,2849.58622789642,..,..,..,..,..,..,..,..,..,..
Uzbekistan,UZB,GNI per capita (constant LCU),NY.GNP.PCAP.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uzbekistan,UZB,GNI per capita (current LCU),NY.GNP.PCAP.CN,787159.903821272,1084587.50196853,1499950.3971191,1814297.79341865,2828640.78417344,3649079.0977274,4411501.09073904,5243954.0193779,6266948.99915938,7317700.9955789,8245288.63853258,11397416.8356109,15006666.0405474,18236640.4099798,19938068.9834704,24072402.196413,28815230.0208635,34110840.0632026,40397593.9925926,..
Uzbekistan,UZB,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uzbekistan,UZB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,600,760,970,1150,1420,1760,2200,2470,2650,2790,2840,2630,2340,2150,2000,2250,2500,2750,3020,..
Uzbekistan,UZB,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9290.37392662001,..,..,..,..
Uzbekistan,UZB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3940,4560,5060,5260,5600,6060,6240,6520,6700,6910,6990,7950,8340,8640,8470,9290,10410,11210,12000,..
Uzbekistan,UZB,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,16053535300.0979,20617518310.4225,26790688732.5336,32069733404.4821,40280199977.2348,50865321866.703,64405541478.9727,73527060701.8118,80103391519.8719,85736607646.7599,88829120450.3141,83669101103.1814,75631437214.8638,70781687308.7031,67106860770.1739,76914592711.8799,87231955128.389,98081237943.9579,109649235867.002,..
Uzbekistan,UZB,"GNI, PPP (constant 2021 international $)",NY.GNP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,318136740469.502,..,..,..,..
Uzbekistan,UZB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,105112027275.152,123407116020.5,139190687563.069,147064838919.671,158941955561.687,174714953015.237,182611507382.537,193795439652.219,202521833728.338,212542989616.393,218609964317.943,253091365991.897,269915112514.289,284734443413.531,284546668240.271,318136740469.502,363656157343.487,399817525994.383,436189705029.447,..
Uzbekistan,UZB,GNI: linked series (current LCU),NY.GNP.MKTP.CN.AD,22412890043135.5,31229816388631.5,43816918699619.3,53954264180921.9,80292399951000,105178122053300,129088917001600,155871630129000,189405961999900,225014519837600,257950293091800,362656435032499,485818152997000,601165398359500,669647401840501,824328022803700,1.0067740250136E+15,1.2161301419612E+15,1.4689316166979E+15,..
Uzbekistan,UZB,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,5662038257.08386,7976367762.31322,10242912150.4046,10768293314.8553,10647939647.0348,12405089719.4323,10848550630.9996,11149958340.5749,10556224873.9224,9481463079.0143,8645168397.38061,10161532897.2476,11385590058.244,13898626660.2829,12832166265.0595,14142014007.2196,16649210901.7002,19616583404.8571,19626075709.5948,..
Uzbekistan,UZB,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,4183680613.46734,6276664573.67564,8926385463.0738,9125753173.71485,9984977680.22904,12473030780.3031,13345641558.8568,13962042682.9477,13514094325.9935,11575963790.8546,11037273348.3514,12377319711.515,18252445318.979,21189951960.7128,19048314708.6048,22908690100.0187,28309158259.2387,34475556679.0485,33159965244.1938,..
Uzbekistan,UZB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,5.74190998077393,5.71323013305664,5.49444007873535,5.38089990615845,4.48249006271362,4.83589298172277,6.29534678547216,4.44021987915039,4.13580989837646,5.23477171022152,5.47287597270024,..,..
Uzbekistan,UZB,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,..,..,..,..,..,..,22.7609691619873,22.9768505096436,22.3652591705322,23.0903301239014,22.5394592285156,25.8752309179907,28.4183284791714,17.0601902008057,15.0753297805786,21.8510183445407,22.6481566265995,22.0746450382045,..
Uzbekistan,UZB,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uzbekistan,UZB,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uzbekistan,UZB,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uzbekistan,UZB,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,47360800,68011899,75078684,71882071,70460000,72367930,105393635,78706678,96258416,81632537,110451728,100254316,114981025,136695419,168932275,174316271,179981600,190051161,..,..
