Country Name,Country Code,Series Name,Series Code,Year,Value
Uzbekistan,UZB,Cereal production (metric tons),AG.PRD.CREL.MT,2014,7890990.0
Uzbekistan,UZB,Cereal production (metric tons),AG.PRD.CREL.MT,2015,8014002.0
Uzbekistan,UZB,Cereal production (metric tons),AG.PRD.CREL.MT,2016,8096413.83
Uzbekistan,UZB,Cereal production (metric tons),AG.PRD.CREL.MT,2017,7067542.17
Uzbekistan,UZB,Cereal production (metric tons),AG.PRD.CREL.MT,2018,6248843.77
Uzbekistan,UZB,Cereal production (metric tons),AG.PRD.CREL.MT,2019,7097740.0
Uzbekistan,UZB,Cereal production (metric tons),AG.PRD.CREL.MT,2020,7226304.31
Uzbekistan,UZB,Cereal production (metric tons),AG.PRD.CREL.MT,2021,7196119.42
Uzbekistan,UZB,Cereal production (metric tons),AG.PRD.CREL.MT,2022,7516778.12
Uzbekistan,UZB,Cereal production (metric tons),AG.PRD.CREL.MT,2023,7911754.68
Uzbekistan,UZB,Cereal production (metric tons),AG.PRD.CREL.MT,2024,7911754.68
Uzbekistan,UZB,Cereal production (metric tons),AG.PRD.CREL.MT,2025,7911754.68
Uzbekistan,UZB,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,2006,65.34
Uzbekistan,UZB,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,2007,68.04
Uzbekistan,UZB,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,2008,69.87
Uzbekistan,UZB,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,2009,72.35
Uzbekistan,UZB,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,2010,76.41
Uzbekistan,UZB,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,2011,80.29
